32/32	0:01:44
32/32	0:06:44
32/32	0:11:44
32/32	0:16:44
32/32	0:21:44
32/32	0:26:44
32/32	0:31:44
32/32	0:36:44
32/32	0:41:44
32/32	0:46:44
32/32	0:51:44
31/32	0:56:44
31/31	1:01:44
31/31	1:06:44
31/31	1:11:44
31/31	1:16:44
32/32	1:21:44
32/32	1:26:44
32/32	1:31:44
32/32	1:36:44
32/32	1:41:44
32/32	1:46:44
32/32	1:51:44
32/32	1:56:44
32/32	2:01:44
1/32	2:06:44
1/1	2:11:44
1/1	2:16:44
1/1	2:21:44
1/1	2:26:44
1/1	2:31:44
1/1	2:36:44
1/1	2:41:44
1/1	2:46:44
1/1	2:51:44
1/1	2:56:44
0/1	3:01:44
1/1	3:06:44
0/1	3:11:44
1/1	3:16:44
1/1	3:21:44
1/1	3:26:44
1/1	3:31:44
1/1	3:36:44
1/1	3:41:44
1/1	3:46:44
1/1	3:51:44
1/1	3:56:44
1/1	4:01:44
1/1	4:06:44
1/1	4:11:44
1/1	4:16:44
1/1	4:21:44
1/1	4:26:44
1/1	4:31:44
1/1	4:36:44
1/1	4:41:44
2/2	4:46:44
2/2	4:51:44
2/2	4:56:44
2/2	5:01:44
2/2	5:06:44
1/2	5:11:44
1/1	5:16:44
1/1	5:21:44
1/1	5:26:44
1/1	5:31:44
1/1	5:36:44
1/1	5:41:44
1/1	5:46:44
1/1	5:51:44
1/1	5:56:44
1/1	6:01:44
1/1	6:06:44
1/1	6:11:44
1/1	6:16:44
1/1	6:21:44
1/1	6:26:44
1/1	6:31:44
1/1	6:36:44
1/1	6:41:44
26/26	6:47:37
30/30	6:52:37
30/30	6:57:37
30/30	7:02:37
30/30	7:07:37
30/30	7:12:37
30/30	7:17:37
30/30	7:22:37
30/30	7:27:37
30/30	7:32:37
30/30	7:37:37
30/30	7:42:37
30/30	7:47:37
30/30	7:52:37
30/30	7:57:37
30/30	8:02:37
30/30	8:07:37
30/30	8:12:37
30/30	8:17:37
30/30	8:22:37
30/30	8:27:37
30/30	8:32:37
30/30	8:37:37
30/30	8:42:37
30/30	8:47:37
30/30	8:52:37
30/30	8:57:37
30/30	9:02:37
31/31	9:07:37
31/31	9:12:37
31/31	9:17:37
31/31	9:22:37
