1	222.131.109.105	xiaoyue	哒哒哒啊	282	2024-10-29 03:25:19	2024-10-29 03:30:01	5
1	67.99.237.187	DummyObject	毒光	198	2024-10-29 03:26:46	2024-10-29 03:30:05	0
1	15.30.166.122	DummyObject	爆率爆爆爆	211	2024-10-29 03:26:50	2024-10-29 03:30:21	0
1	130.56.167.145	DummyObject	一念执着	223	2024-10-29 03:26:54	2024-10-29 03:30:38	0
1	97.151.70.21	DummyObject	放过自己	223	2024-10-29 03:26:58	2024-10-29 03:30:42	0
1	72.192.97.163	DummyObject	太阳女神	223	2024-10-29 03:27:02	2024-10-29 03:30:46	0
1	61.241.32.231	DummyObject	树敌如林	223	2024-10-29 03:27:07	2024-10-29 03:30:50	0
1	114.195.84.52	DummyObject	白爷爷	223	2024-10-29 03:27:11	2024-10-29 03:30:54	0
1	101.47.122.150	DummyObject	宣战天下	223	2024-10-29 03:27:15	2024-10-29 03:30:58	0
1	248.69.225.185	DummyObject	暴刚哥	223	2024-10-29 03:27:19	2024-10-29 03:31:02	0
1	149.218.147.232	DummyObject	夺掵書珄	223	2024-10-29 03:27:23	2024-10-29 03:31:06	0
1	52.203.32.64	DummyObject	獨緣兲使	223	2024-10-29 03:27:27	2024-10-29 03:31:10	0
1	216.52.240.185	DummyObject	君子坦蛋蛋	223	2024-10-29 03:27:31	2024-10-29 03:31:14	0
1	112.251.214.188	DummyObject	战神霸主	223	2024-10-29 03:27:35	2024-10-29 03:31:18	0
1	213.63.78.253	DummyObject	乱世巨星	223	2024-10-29 03:27:39	2024-10-29 03:31:22	0
1	169.205.42.163	DummyObject	青枳	223	2024-10-29 03:27:43	2024-10-29 03:31:26	0
1	189.97.131.2	DummyObject	我的她呦	223	2024-10-29 03:27:47	2024-10-29 03:31:31	0
1	152.78.28.186	DummyObject	战神项羽	223	2024-10-29 03:27:51	2024-10-29 03:31:35	0
1	222.131.109.105	xiaoyue	逐鹿	302	2024-10-29 03:30:09	2024-10-29 03:35:11	5
1	222.131.109.105	xiaoyue	哒哒哒啊	223	2024-10-29 03:35:18	2024-10-29 03:39:02	5
