1	210.7.35.46	DummyObject	金帝	15	2024-11-03 18:24:53	2024-11-03 18:25:09	0
1	163.252.225.49	DummyObject	毒光	28	2024-11-03 18:24:57	2024-11-03 18:25:25	0
1	147.134.39.118	DummyObject	爆率爆爆爆	40	2024-11-03 18:25:01	2024-11-03 18:25:42	0
1	138.131.144.182	DummyObject	一念执着	52	2024-11-03 18:25:05	2024-11-03 18:25:58	0
1	6.59.227.39	DummyObject	金帝	64	2024-11-03 18:25:09	2024-11-03 18:26:14	0
1	93.109.116.184	DummyObject	放过自己	76	2024-11-03 18:25:13	2024-11-03 18:26:30	0
1	83.42.230.16	DummyObject	太阳女神	89	2024-11-03 18:25:18	2024-11-03 18:26:47	0
1	114.4.104.80	DummyObject	树敌如林	101	2024-11-03 18:25:22	2024-11-03 18:27:03	0
1	148.173.218.22	DummyObject	毒光	113	2024-11-03 18:25:26	2024-11-03 18:27:19	0
1	222.215.220.209	DummyObject	白爷爷	125	2024-11-03 18:25:30	2024-11-03 18:27:35	0
1	134.223.242.203	DummyObject	宣战天下	137	2024-11-03 18:25:34	2024-11-03 18:27:52	0
1	229.189.52.34	DummyObject	暴刚哥	150	2024-11-03 18:25:38	2024-11-03 18:28:08	0
1	146.233.145.106	DummyObject	爆率爆爆爆	162	2024-11-03 18:25:42	2024-11-03 18:28:24	0
1	2.105.246.116	DummyObject	夺掵書珄	174	2024-11-03 18:25:46	2024-11-03 18:28:40	0
1	98.180.137.239	DummyObject	獨緣兲使	186	2024-11-03 18:25:50	2024-11-03 18:28:57	0
1	31.90.222.19	DummyObject	君子坦蛋蛋	198	2024-11-03 18:25:54	2024-11-03 18:29:13	0
1	146.200.27.159	DummyObject	一念执着	211	2024-11-03 18:25:58	2024-11-03 18:29:29	0
1	74.102.60.23	DummyObject	战神霸主	223	2024-11-03 18:26:02	2024-11-03 18:29:46	0
