7/7	0:00:24
7/7	0:05:24
6/7	0:10:24
7/7	0:15:24
7/7	0:20:24
7/7	0:25:24
7/7	0:30:24
7/7	0:35:24
6/7	0:40:24
11/11	0:45:24
16/16	0:50:24
25/25	0:55:24
30/30	1:00:24
10/31	1:03:58
15/15	1:08:58
11/16	1:13:58
16/16	1:18:58
21/21	1:23:58
23/23	1:28:58
23/23	1:33:58
23/23	1:38:58
23/23	1:43:58
23/23	1:48:58
23/23	1:53:58
23/23	1:58:58
23/23	2:03:58
23/23	2:08:58
23/23	2:13:58
23/23	2:18:58
23/23	2:23:58
23/23	2:28:58
23/23	2:33:58
23/23	2:38:58
23/23	2:43:58
23/23	2:48:58
23/23	2:53:58
23/23	2:58:58
23/23	3:03:58
23/23	3:08:58
23/23	3:13:58
23/23	3:18:58
23/23	3:23:58
23/23	3:28:58
23/23	3:33:58
23/23	3:38:58
23/23	3:43:58
23/23	3:48:58
23/23	3:53:58
23/23	3:58:58
23/23	4:03:58
23/23	4:08:58
23/23	4:13:58
23/23	4:18:58
23/23	4:23:58
23/23	4:28:58
23/23	4:33:58
23/23	4:38:58
23/23	4:43:58
23/23	4:48:58
23/23	4:53:58
23/23	4:58:58
23/23	5:03:58
23/23	5:08:58
23/23	5:13:58
23/23	5:18:58
23/23	5:23:58
23/23	5:28:58
23/23	5:33:58
23/23	5:38:58
23/23	5:43:58
23/23	5:48:58
23/23	5:53:58
23/23	5:58:58
23/23	6:02:56
23/23	6:07:56
23/23	6:12:56
23/23	6:17:56
23/23	6:22:56
23/23	6:27:56
23/23	6:32:56
23/23	6:37:56
23/23	6:42:56
23/23	6:47:56
23/23	6:52:56
23/23	6:57:56
23/23	7:02:56
23/23	7:07:56
23/23	7:12:56
23/23	7:17:56
23/23	7:22:56
23/23	7:27:56
23/23	7:32:56
23/23	7:37:56
23/23	7:42:56
23/23	7:47:56
23/23	7:52:56
23/23	7:57:56
23/23	8:02:56
23/23	8:07:56
23/23	8:12:56
23/23	8:17:56
23/23	8:22:56
23/23	8:27:56
23/23	8:32:56
23/23	8:37:56
23/23	8:42:56
23/23	8:47:56
23/23	8:52:56
23/23	8:57:56
23/23	9:02:56
23/23	9:07:56
23/23	9:12:56
23/23	9:17:56
23/23	9:22:56
23/23	9:27:56
23/23	9:32:56
23/23	9:37:56
23/23	9:42:56
23/23	9:47:56
23/23	9:52:56
23/23	9:57:56
23/23	10:02:56
