1	222.131.109.105	xiaoyue	来来来	220	2024-11-02 16:13:52	2024-11-02 16:17:32	5
1	16.143.225.246	DummyObject	金帝	265	2024-11-02 16:13:23	2024-11-02 16:17:48	0
1	210.7.221.123	DummyObject	夺掵書珄	225	2024-11-02 16:14:03	2024-11-02 16:17:48	0
1	43.254.213.154	DummyObject	战神项羽	196	2024-11-02 16:14:32	2024-11-02 16:17:48	0
1	2.11.47.175	DummyObject	逆蝶	155	2024-11-02 16:15:13	2024-11-02 16:17:48	0
1	70.170.125.46	DummyObject	局部阴凉	127	2024-11-02 16:15:41	2024-11-02 16:17:48	0
1	20.136.38.244	DummyObject	回心转意	86	2024-11-02 16:16:22	2024-11-02 16:17:48	0
1	2.31.99.85	DummyObject	嗨爆全球	58	2024-11-02 16:16:50	2024-11-02 16:17:48	0
1	184.63.156.216	DummyObject	白爷爷	237	2024-11-02 16:13:51	2024-11-02 16:17:48	0
1	196.76.17.150	DummyObject	九星君	168	2024-11-02 16:15:00	2024-11-02 16:17:48	0
1	207.196.147.232	DummyObject	专治吹牛逼	99	2024-11-02 16:16:09	2024-11-02 16:17:48	0
1	10.142.115.251	DummyObject	一个傻傻凡人	30	2024-11-02 16:17:18	2024-11-02 16:17:48	0
1	55.130.40.123	DummyObject	放过自己	249	2024-11-02 16:13:39	2024-11-02 16:17:49	0
1	80.176.100.48	DummyObject	乱世巨星	208	2024-11-02 16:14:20	2024-11-02 16:17:49	0
1	1.169.7.127	DummyObject	懂事	180	2024-11-02 16:14:48	2024-11-02 16:17:49	0
1	114.175.98.212	DummyObject	爆头战	139	2024-11-02 16:15:29	2024-11-02 16:17:49	0
1	125.45.64.230	DummyObject	极炫罪恶	111	2024-11-02 16:15:57	2024-11-02 16:17:49	0
1	91.125.237.251	DummyObject	炙莲	70	2024-11-02 16:16:38	2024-11-02 16:17:49	0
1	178.87.208.137	DummyObject	天天爱吃包子	42	2024-11-02 16:17:06	2024-11-02 16:17:49	0
1	89.17.131.238	DummyObject	獨緣兲使	221	2024-11-02 16:14:08	2024-11-02 16:17:49	0
1	9.148.181.32	DummyObject	空歡喜	151	2024-11-02 16:15:17	2024-11-02 16:17:49	0
1	85.44.44.104	DummyObject	痞	82	2024-11-02 16:16:26	2024-11-02 16:17:49	0
1	92.172.137.96	DummyObject	毒光	261	2024-11-02 16:13:27	2024-11-02 16:17:49	0
1	33.140.249.123	DummyObject	流氓家族	192	2024-11-02 16:14:36	2024-11-02 16:17:49	0
1	41.106.17.136	DummyObject	醉挽	123	2024-11-02 16:15:45	2024-11-02 16:17:49	0
1	216.249.86.172	DummyObject	阿斯顿蒙迪欧	54	2024-11-02 16:16:54	2024-11-02 16:17:49	0
1	50.161.16.154	DummyObject	奢魂奇	26	2024-11-02 16:17:23	2024-11-02 16:17:49	0
1	215.14.5.221	DummyObject	宣战天下	233	2024-11-02 16:13:55	2024-11-02 16:17:49	0
1	79.6.116.96	DummyObject	青枳	204	2024-11-02 16:14:24	2024-11-02 16:17:49	0
1	131.135.13.180	DummyObject	无忧无虑的梦	164	2024-11-02 16:15:04	2024-11-02 16:17:49	0
1	171.69.180.54	DummyObject	驕傲妖精	135	2024-11-02 16:15:33	2024-11-02 16:17:49	0
1	41.204.34.160	DummyObject	沫陌、	95	2024-11-02 16:16:13	2024-11-02 16:17:49	0
1	190.141.85.224	DummyObject	潶铯僸区	66	2024-11-02 16:16:42	2024-11-02 16:17:49	0
1	8.68.18.10	DummyObject	爆率爆爆爆	257	2024-11-02 16:13:31	2024-11-02 16:17:49	0
1	161.117.81.52	DummyObject	太阳女神	245	2024-11-02 16:13:43	2024-11-02 16:17:49	0
1	99.13.64.243	DummyObject	暴刚哥	229	2024-11-02 16:13:59	2024-11-02 16:17:49	0
1	33.141.79.91	DummyObject	君子坦蛋蛋	217	2024-11-02 16:14:12	2024-11-02 16:17:49	0
1	39.60.154.7	DummyObject	我的她呦	200	2024-11-02 16:14:28	2024-11-02 16:17:49	0
1	63.240.17.7	DummyObject	弑神灭佛	188	2024-11-02 16:14:40	2024-11-02 16:17:49	0
1	23.137.53.122	DummyObject	不吻不泪	176	2024-11-02 16:14:52	2024-11-02 16:17:49	0
1	127.104.191.239	DummyObject	琼栏月暖	160	2024-11-02 16:15:08	2024-11-02 16:17:49	0
1	90.241.226.189	DummyObject	眉舞贱人曾	148	2024-11-02 16:15:21	2024-11-02 16:17:49	0
1	146.109.100.211	DummyObject	八嘎丫路	131	2024-11-02 16:15:37	2024-11-02 16:17:49	0
1	206.130.31.66	DummyObject	三八	119	2024-11-02 16:15:49	2024-11-02 16:17:49	0
1	114.37.102.74	DummyObject	宝宝怕冷	107	2024-11-02 16:16:01	2024-11-02 16:17:49	0
1	49.207.81.134	DummyObject	總統	91	2024-11-02 16:16:18	2024-11-02 16:17:49	0
1	12.231.202.168	DummyObject	流氓重现	78	2024-11-02 16:16:30	2024-11-02 16:17:49	0
1	217.31.243.71	DummyObject	雨怨	62	2024-11-02 16:16:46	2024-11-02 16:17:49	0
1	163.219.235.230	DummyObject	打进莲子	50	2024-11-02 16:16:58	2024-11-02 16:17:49	0
1	104.51.4.68	DummyObject	吃鸡大队	38	2024-11-02 16:17:10	2024-11-02 16:17:49	0
1	191.76.143.71	DummyObject	树敌如林	241	2024-11-02 16:13:47	2024-11-02 16:17:49	0
1	45.186.86.165	DummyObject	蓝风家族	172	2024-11-02 16:14:56	2024-11-02 16:17:49	0
1	232.126.228.172	DummyObject	黑龙江二哥	103	2024-11-02 16:16:05	2024-11-02 16:17:49	0
1	30.122.165.59	DummyObject	娇柔壹队	34	2024-11-02 16:17:14	2024-11-02 16:17:49	0
1	95.35.170.142	DummyObject	战神霸主	213	2024-11-02 16:14:16	2024-11-02 16:17:49	0
1	180.66.232.19	DummyObject	承诺	143	2024-11-02 16:15:25	2024-11-02 16:17:49	0
1	176.119.44.32	DummyObject	严老贵	74	2024-11-02 16:16:34	2024-11-02 16:17:49	0
1	153.39.172.180	DummyObject	一念执着	253	2024-11-02 16:13:35	2024-11-02 16:17:49	0
1	122.42.101.114	DummyObject	太阳是我搓圆德	184	2024-11-02 16:14:44	2024-11-02 16:17:49	0
1	227.39.75.150	DummyObject	菊花一紧	115	2024-11-02 16:15:53	2024-11-02 16:17:49	0
1	27.94.87.147	DummyObject	太伤自尊	46	2024-11-02 16:17:02	2024-11-02 16:17:49	0
