1	0	0	121	a3	332	334	哒哒哒啊	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:52:27
1	0	0	9	0	288	614	来来来	盟重传送石	48995	1	QManage	2024-11-01 23:53:18
1	0	0	9	0	288	614	来来来	随机传送石	48996	1	QManage	2024-11-01 23:53:18
1	0	0	120	ejmm	47	36	来来来	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:53:18
1	0	0	12	ejmm	2	0	来来来	0	0	1	0	2024-11-01 23:53:18
1	0	0	12	ejmm	3	0	来来来	0	0	1	0	2024-11-01 23:53:18
1	0	0	12	ejmm	4	0	来来来	0	0	1	0	2024-11-01 23:53:18
1	0	0	12	ejmm	5	0	来来来	0	0	1	0	2024-11-01 23:53:18
1	0	0	12	ejmm	6	0	来来来	0	0	1	0	2024-11-01 23:53:18
1	0	0	12	ejmm	7	499995	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	8	499995	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	9	499995	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	10	499995	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	11	499995	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	12	989991	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	13	989991	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	14	989991	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	15	989991	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	16	989991	来来来	0	0	1	0	2024-11-01 23:53:21
1	0	0	12	ejmm	17	1439991	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	18	1439991	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	19	1439991	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	20	1439991	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	21	1439991	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	22	1929945	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	23	1929945	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	24	1929945	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	25	1929945	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	26	1929945	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	27	2429765	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	28	2429765	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	29	2429765	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	30	2429765	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	31	2429765	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	32	2929365	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	33	2929365	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	34	2929365	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	35	2929365	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	36	2929365	来来来	0	0	1	0	2024-11-01 23:53:24
1	0	0	12	ejmm	37	3426565	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	38	3426565	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	39	3426565	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	40	3426565	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	41	3426565	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	42	3911065	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	43	3911065	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	44	3911065	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	45	3911065	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	46	3911065	来来来	0	0	1	0	2024-11-01 23:53:27
1	0	0	12	ejmm	47	4371065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	48	4371065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	49	4371065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	50	4371065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	51	4371065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	52	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	53	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	54	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	55	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	56	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	57	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	58	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	59	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	60	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	61	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	62	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	63	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	64	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	65	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	12	ejmm	66	4656065	来来来	0	0	1	0	2024-11-01 23:53:30
1	0	0	121	ejmm	43	36	来来来	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:53:33
1	0	0	120	ejmm	43	36	来来来	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:56:06
1	0	0	12	ejmm	67	656065	来来来	0	0	1	0	2024-11-01 23:56:06
1	0	0	12	ejmm	68	656065	来来来	0	0	1	0	2024-11-01 23:56:09
1	0	0	12	ejmm	69	656065	来来来	0	0	1	0	2024-11-01 23:56:12
1	0	0	12	ejmm	70	656065	来来来	0	0	1	0	2024-11-01 23:56:12
1	0	0	121	ejmm	43	36	来来来	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:56:15
1	0	0	120	a3	332	334	哒哒哒啊	xiaoyue	0	0	IP 222.131.109.105 地区 北京市联通 机器码 42B78BA15E5EA373E5A96FDCBAB7B9F4	2024-11-01 23:56:24
1	0	0	111	a3	326	332	哒哒哒啊	元宝	744178534	-	轮回╰★╮转世 原:744188534 新:744178534 GAMEGOLD - <$STR(N$元宝数量)>	2024-11-01 23:57:24
1	0	0	111	a3	326	332	哒哒哒啊	元宝	744148534	-	轮回╰★╮转世 原:744178534 新:744148534 GAMEGOLD - <$STR(N$元宝数量)>	2024-11-01 23:57:30
