1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	100000元宝	26477	0	0	2024-10-29 17:00:18
1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	100000元宝	26478	0	0	2024-10-29 17:00:18
1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	龍血※仙珠(小礼包)	26479	0	0	2024-10-29 17:00:18
1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	1元充值卷	26480	0	0	2024-10-29 17:00:18
1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	2元充值卷	26481	0	0	2024-10-29 17:00:18
1	0	0	15	等级210	303	348	至尊：逆天★焚仙【無雙界】	5元充值卷	26482	0	0	2024-10-29 17:00:18
1	0	0	4	等级210	302	347	哒哒哒啊	100000元宝	26477	1	0	2024-10-29 17:00:18
1	0	0	4	等级210	302	349	哒哒哒啊	5元充值卷	26482	1	0	2024-10-29 17:00:18
1	0	0	4	等级210	303	347	哒哒哒啊	100000元宝	26478	1	0	2024-10-29 17:00:18
1	0	0	4	等级210	303	348	哒哒哒啊	1元充值卷	26480	1	0	2024-10-29 17:00:18
1	0	0	4	等级210	304	347	哒哒哒啊	龍血※仙珠(小礼包)	26479	1	0	2024-10-29 17:00:18
1	0	0	4	等级210	304	348	哒哒哒啊	2元充值卷	26481	1	0	2024-10-29 17:00:18
1	0	0	10	等级210	302	354	哒哒哒啊	100000元宝	26478	1	QManage	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	444876340	+	QManage 原:444776340 新:444876340 GAMEGOLD + 100000	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444876340 新:444881340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444881340 新:444886340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444886340 新:444891340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444891340 新:444896340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444896340 新:444901340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	5000	+	TakeBagItem 原:444901340 新:444906340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	7000	+	TakeBagItem 原:444906340 新:444913340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	7000	+	TakeBagItem 原:444913340 新:444920340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	10000	+	TakeBagItem 原:444920340 新:444930340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	20000	+	TakeBagItem 原:444930340 新:444950340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	20000	+	TakeBagItem 原:444950340 新:444970340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	40000	+	TakeBagItem 原:444970340 新:445010340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	40000	+	TakeBagItem 原:445010340 新:445050340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	150000	+	TakeBagItem 原:445050340 新:445200340	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	10000	+	TakeBagItem 原:445200340 新:445210340	2024-10-29 17:00:21
1	0	0	10	等级210	302	354	哒哒哒啊	1元充值卷	26480	1	QManage	2024-10-29 17:00:21
1	0	0	114	等级210	302	354	哒哒哒啊	逐鹿币	1000	+	QManage 原:69002000 新:69003000 GAMEGIRD + <$STR(N$回收灵符)>	2024-10-29 17:00:21
1	0	0	10	等级210	302	354	哒哒哒啊	2元充值卷	26481	1	QManage	2024-10-29 17:00:21
1	0	0	114	等级210	302	354	哒哒哒啊	逐鹿币	2000	+	QManage 原:69003000 新:69005000 GAMEGIRD + <$STR(N$回收灵符)>	2024-10-29 17:00:21
1	0	0	10	等级210	302	354	哒哒哒啊	5元充值卷	26482	1	QManage	2024-10-29 17:00:21
1	0	0	114	等级210	302	354	哒哒哒啊	逐鹿币	5000	+	QManage 原:69005000 新:69010000 GAMEGIRD + <$STR(N$回收灵符)>	2024-10-29 17:00:21
1	0	0	10	等级210	302	354	哒哒哒啊	龍血※仙珠(小礼包)	26479	1	QManage	2024-10-29 17:00:21
1	0	0	10	等级210	302	354	哒哒哒啊	100000元宝	26477	1	QManage	2024-10-29 17:00:21
1	0	0	111	等级210	302	354	哒哒哒啊	元宝	445310340	+	QManage 原:445210340 新:445310340 GAMEGOLD + 100000	2024-10-29 17:00:21
