1	0	0	12	a3	136	99656065	驕傲妖精	0	0	1	0	2024-10-29 11:30:00
1	0	0	12	a3	136	99656065	八嘎丫路	0	0	1	0	2024-10-29 11:30:06
1	0	0	12	a3	136	99656065	局部阴凉	0	0	1	0	2024-10-29 11:30:09
1	0	0	12	a3	136	99656065	醉挽	0	0	1	0	2024-10-29 11:30:15
1	0	0	12	a3	136	99656065	三八	0	0	1	0	2024-10-29 11:30:18
1	0	0	12	a3	136	99656065	菊花一紧	0	0	1	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	100000元宝	15195	0	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	100000元宝	15196	0	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	龍血※仙珠(大礼包)	15197	0	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	1元充值卷	15198	0	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	2元充值卷	15199	0	0	2024-10-29 11:30:21
1	0	0	15	等级185	109	204	雷帝·九叶剑草【一千万倍爆率】	【龙】·雷云风暴	15201	0	0	2024-10-29 11:30:21
1	0	0	4	等级185	108	203	哒哒哒啊	100000元宝	15195	1	0	2024-10-29 11:30:21
1	0	0	4	等级185	109	203	哒哒哒啊	100000元宝	15196	1	0	2024-10-29 11:30:21
1	0	0	4	等级185	109	204	哒哒哒啊	1元充值卷	15198	1	0	2024-10-29 11:30:21
1	0	0	4	等级185	109	205	哒哒哒啊	【龙】·雷云风暴	15201	1	0	2024-10-29 11:30:21
1	0	0	4	等级185	110	203	哒哒哒啊	龍血※仙珠(大礼包)	15197	1	0	2024-10-29 11:30:21
1	0	0	4	等级185	110	204	哒哒哒啊	2元充值卷	15199	1	0	2024-10-29 11:30:21
1	0	0	10	等级185	108	208	哒哒哒啊	100000元宝	15196	1	QManage	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	185516340	+	QManage 原:185416340 新:185516340 GAMEGOLD + 100000	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185516340 新:185521340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185521340 新:185526340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185526340 新:185531340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185531340 新:185536340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185536340 新:185541340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	5000	+	TakeBagItem 原:185541340 新:185546340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	7000	+	TakeBagItem 原:185546340 新:185553340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	7000	+	TakeBagItem 原:185553340 新:185560340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	10000	+	TakeBagItem 原:185560340 新:185570340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	10000	+	TakeBagItem 原:185570340 新:185580340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	10000	+	TakeBagItem 原:185580340 新:185590340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	15000	+	TakeBagItem 原:185590340 新:185605340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	20000	+	TakeBagItem 原:185605340 新:185625340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	20000	+	TakeBagItem 原:185625340 新:185645340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	60000	+	TakeBagItem 原:185645340 新:185705340	2024-10-29 11:30:21
1	0	0	111	等级185	108	208	哒哒哒啊	元宝	10000	+	TakeBagItem 原:185705340 新:185715340	2024-10-29 11:30:21
1	0	0	10	等级185	108	208	哒哒哒啊	1元充值卷	15198	1	QManage	2024-10-29 11:30:21
1	0	0	114	等级185	108	208	哒哒哒啊	逐鹿币	1000	+	QManage 原:79452000 新:79453000 GAMEGIRD + <$STR(N$回收灵符)>	2024-10-29 11:30:21
1	0	0	10	等级185	108	208	哒哒哒啊	2元充值卷	15199	1	QManage	2024-10-29 11:30:21
1	0	0	114	等级185	108	208	哒哒哒啊	逐鹿币	2000	+	QManage 原:79453000 新:79455000 GAMEGIRD + <$STR(N$回收灵符)>	2024-10-29 11:30:21
1	0	0	10	等级185	108	208	哒哒哒啊	龍血※仙珠(大礼包)	15197	1	QManage	2024-10-29 11:30:21
1	0	0	10	等级185	108	210	哒哒哒啊	100000元宝	15195	1	QManage	2024-10-29 11:30:24
