1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	100000元宝	19835	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	100000元宝	19836	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	龍血※仙珠(小礼包)	19837	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	1元充值卷	19838	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	5元充值卷	19839	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	【羊】·御空术	19841	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	【龙】·雷云风暴	19842	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	149	288	炽日战神：虚空【一亿倍爆率】	【兔】·怒剑狂花·Max	19843	0	0	2024-10-29 13:40:00
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	100000元宝	19858	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	100000元宝	19859	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	龍血※仙珠(小礼包)	19860	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	龍血※仙珠(大礼包)	19861	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	1元充值卷	19862	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	153	292	炽日战神：虚空【一亿倍爆率】	5元充值卷	19863	0	0	2024-10-29 13:41:03
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	19881	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	19882	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	龍血※仙珠(大礼包)	19883	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	1元充值卷	19884	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	2元充值卷	19885	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	【鼠】·寒冰咒	19886	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	154	293	六翼·冰霜亚龙【五千万倍爆率】	【虎】·养生诀	19887	0	0	2024-10-29 13:41:54
1	0	0	15	等级185	159	290	麒麟·天角蚁【一百万倍爆率】	100000元宝	19903	0	0	2024-10-29 13:42:33
1	0	0	15	等级185	159	290	麒麟·天角蚁【一百万倍爆率】	100000元宝	19904	0	0	2024-10-29 13:42:33
1	0	0	15	等级185	159	290	麒麟·天角蚁【一百万倍爆率】	龍血※仙珠(小礼包)	19905	0	0	2024-10-29 13:42:33
1	0	0	15	等级185	159	290	麒麟·天角蚁【一百万倍爆率】	1元充值卷	19906	0	0	2024-10-29 13:42:33
1	0	0	15	等级185	159	290	麒麟·天角蚁【一百万倍爆率】	2元充值卷	19907	0	0	2024-10-29 13:42:33
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	100000元宝	19919	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	100000元宝	19920	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	龍血※仙珠(小礼包)	19921	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	1元充值卷	19922	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	2元充值卷	19923	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	162	282	雷帝·九叶剑草【一千万倍爆率】	【马】·破魔剑气	19924	0	0	2024-10-29 13:43:09
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	100000元宝	19934	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	100000元宝	19935	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	龍血※仙珠(小礼包)	19936	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	1元充值卷	19937	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	2元充值卷	19938	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	【牛】·驭雷术	19939	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	167	285	雷帝·九叶剑草【一千万倍爆率】	【龙】·逍遥游	19940	0	0	2024-10-29 13:43:45
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	19951	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	19952	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	1元充值卷	19953	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	2元充值卷	19954	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	【牛】·驭雷术	19955	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	【虎】·养生诀	19956	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	292	六翼·冰霜亚龙【五千万倍爆率】	【猪】·退魔矢	19957	0	0	2024-10-29 13:44:33
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	100000元宝	19973	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	100000元宝	19974	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	龍血※仙珠(小礼包)	19975	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	1元充值卷	19976	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	2元充值卷	19977	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	170	305	麒麟·天角蚁【一百万倍爆率】	【猴】·冰心诀	19978	0	0	2024-10-29 13:45:09
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	100000元宝	19992	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	100000元宝	19993	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	龍血※仙珠(中礼包)	19994	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	龍血※仙珠(大礼包)	19995	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	1元充值卷	19996	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	2元充值卷	19997	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	【蛇】·玄秒镜	19998	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	171	308	真龙·九幽獓【五百万倍爆率】	【羊】·御空术	19999	0	0	2024-10-29 13:45:48
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	100000元宝	20010	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	100000元宝	20011	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	龍血※仙珠(中礼包)	20012	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	1元充值卷	20013	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	2元充值卷	20014	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	176	307	皇蝶·打神石【五十万倍爆率】	【狗】·沧澜破	20015	0	0	2024-10-29 13:46:27
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	100000元宝	20030	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	100000元宝	20031	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	龍血※仙珠(小礼包)	20032	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	1元充值卷	20033	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	2元充值卷	20034	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	170	306	皇蝶·打神石【五十万倍爆率】	【马】·玄冰刺	20035	0	0	2024-10-29 13:47:21
1	0	0	15	等级185	179	308	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	20050	0	0	2024-10-29 13:48:06
1	0	0	15	等级185	179	308	六翼·冰霜亚龙【五千万倍爆率】	100000元宝	20051	0	0	2024-10-29 13:48:06
1	0	0	15	等级185	179	308	六翼·冰霜亚龙【五千万倍爆率】	1元充值卷	20052	0	0	2024-10-29 13:48:06
1	0	0	15	等级185	179	308	六翼·冰霜亚龙【五千万倍爆率】	2元充值卷	20053	0	0	2024-10-29 13:48:06
1	0	0	15	等级185	179	308	六翼·冰霜亚龙【五千万倍爆率】	【鸡】·齐物论	20054	0	0	2024-10-29 13:48:06
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	100000元宝	20067	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	100000元宝	20068	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	龍血※仙珠(大礼包)	20069	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	1元充值卷	20070	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	2元充值卷	20071	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	鸿蒙★天羽	20072	0	0	2024-10-29 13:48:39
1	0	0	15	等级185	177	308	雷帝·九叶剑草【一千万倍爆率】	【狗】·沧澜破	20073	0	0	2024-10-29 13:48:39
1	0	0	12	a3	149	499656065	金帝	0	0	1	0	2024-10-29 13:49:30
1	0	0	15	等级185	177	318	炽日战神：虚空【一亿倍爆率】	100000元宝	20088	0	0	2024-10-29 13:49:33
1	0	0	15	等级185	177	318	炽日战神：虚空【一亿倍爆率】	100000元宝	20089	0	0	2024-10-29 13:49:33
1	0	0	15	等级185	177	318	炽日战神：虚空【一亿倍爆率】	1元充值卷	20090	0	0	2024-10-29 13:49:33
1	0	0	15	等级185	177	318	炽日战神：虚空【一亿倍爆率】	5元充值卷	20091	0	0	2024-10-29 13:49:33
1	0	0	12	a3	149	499656065	毒光	0	0	1	0	2024-10-29 13:49:36
1	0	0	12	a3	149	499656065	爆率爆爆爆	0	0	1	0	2024-10-29 13:49:39
1	0	0	12	a3	149	499656065	一念执着	0	0	1	0	2024-10-29 13:49:42
