1	99	0	16	200	0	0	0	1	0	220倍剑甲
2	99	16	10	200	0	0	0	1	0	220倍首饰
3	99	26	20	200	0	0	0	1	0	210倍剑甲
4	99	46	16	200	0	0	0	1	0	210倍首饰
5	99	62	20	200	0	0	0	1	0	200倍剑甲
6	99	82	15	200	0	0	0	1	0	200倍首饰
7	99	97	20	200	0	0	0	1	0	190倍剑甲
8	99	117	15	200	0	0	0	1	0	190倍首饰
9	99	132	20	200	0	0	0	1	0	180倍剑甲
10	99	152	15	200	0	0	0	1	0	180倍首饰
11	99	167	20	200	0	0	0	1	0	170倍剑甲
12	99	187	15	200	0	0	0	1	0	170倍首饰
13	99	202	20	200	0	0	0	1	0	160倍剑甲
14	99	222	15	200	0	0	0	1	0	160倍首饰
15	99	237	15	200	0	0	0	1	0	150倍剑甲
16	99	252	15	200	0	0	0	1	0	150倍首饰
17	99	267	15	200	0	0	0	1	0	140倍装备
18	99	282	15	200	0	0	0	1	0	130倍装备
19	99	297	15	200	0	0	0	1	0	120倍装备
20	99	312	15	200	0	0	0	1	0	110倍装备
21	99	327	15	200	0	0	0	1	0	100倍装备
22	99	342	15	200	0	0	0	1	0	90倍装备
23	99	357	15	200	0	0	0	1	0	80倍装备
24	99	372	15	200	0	0	0	1	0	70倍装备
25	99	387	12	200	0	0	0	1	0	60倍装备
26	99	399	15	200	0	0	0	1	0	50倍装备
27	99	414	15	200	0	0	0	1	0	40倍装备
28	99	429	20	200	0	0	0	1	0	30倍装备
29	99	449	23	200	0	0	0	1	0	20倍装备
30	99	472	12	200	0	0	0	1	0	10倍装备
31	99	484	12	200	0	0	0	1	0	5倍装备
32	99	496	12	200	0	0	0	1	0	4倍装备
33	99	508	15	200	0	0	0	1	0	3倍装备
34	99	523	14	200	0	0	0	1	0	2倍装备
35	99	537	15	200	0	0	0	1	0	1倍装备
36	99	552	15	200	0	0	0	1	0	31级装备
37	99	567	15	200	0	0	0	1	0	30级装备
38	99	582	15	200	0	0	0	1	0	29级装备
39	99	597	15	200	0	0	0	1	0	28级装备
40	99	612	15	200	0	0	0	1	0	27级装备
41	99	627	15	200	0	0	0	1	0	26级装备
42	99	642	15	200	0	0	0	1	0	25级装备
43	99	657	15	200	0	0	0	1	0	24级装备
44	99	672	15	200	0	0	0	1	0	23级装备
45	99	687	15	200	0	0	0	1	0	22级装备
46	99	702	9	200	0	0	0	1	0	21级装备
47	99	711	12	200	0	0	0	1	0	20级装备
48	99	723	6	200	0	0	0	1	0	19级装备
49	99	729	5	200	0	0	0	1	0	18级装备
50	99	1027	12	200	0	0	0	1	0	1级时装
51	99	1039	12	200	0	0	0	1	0	2级时装
52	99	750	16	200	0	0	0	1	0	3级时装
53	99	766	15	200	0	0	0	1	0	4级时装
54	99	781	15	200	0	0	0	1	0	5级时装
55	99	796	15	200	0	0	0	1	0	6级时装
56	99	811	12	200	0	0	0	1	0	7级时装
57	99	823	12	200	0	0	0	1	0	8级时装
58	99	835	16	200	0	0	0	1	0	9级时装
59	99	851	12	200	0	0	0	1	0	10级时装
60	99	863	16	200	0	0	0	1	0	11级时装
61	99	1011	16	200	0	0	0	1	0	12级时装
62	99	1059	13	200	0	0	0	1	0	1级斧头
63	99	1072	9	200	0	0	0	1	0	2级斧头
64	99	1081	6	200	0	0	0	1	0	3级斧头
65	99	1087	12	200	0	0	0	1	0	4级斧头
66	99	1099	8	200	0	0	0	1	0	5级斧头
67	99	1107	18	200	0	0	0	1	0	6级斧头
68	99	1125	18	200	0	0	0	1	0	7级斧头
69	99	1143	10	200	0	0	0	1	0	8级斧头
70	99	941	18	200	0	0	0	1	0	9级斧头
71	99	959	9	200	0	0	0	1	0	10级斧头
72	99	879	20	200	0	0	0	1	0	1级盾
73	99	899	27	200	0	0	0	1	0	2级盾
74	99	926	15	200	0	0	0	1	0	3级盾
75	99	984	12	200	0	0	0	1	0	4级盾
76	99	996	15	200	0	0	0	1	0	5级盾
77	99	1153	10	200	0	0	0	1	0	6级盾
78	99	1163	18	200	0	0	0	1	0	7级盾
79	99	1181	18	200	0	0	0	1	0	8级盾
80	99	968	16	200	0	0	0	1	0	9级盾
81	99	1207	10	200	0	0	0	1	0	1级特殊生肖
82	99	1199	8	200	0	0	0	1	0	2级特殊生肖
