1001	-1	-1	73	0	0	3875	1	0	15	100	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	王者◆水晶
1002	-1	-1	73	0	0	3890	1	0	15	100	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	荣耀★水晶
1003	-1	-1	73	0	0	3755	1	0	15	100	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	逐鹿の中原宝箱
1004	-1	-1	73	0	0	3860	1	0	15	100	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	逐鹿の中原钥匙
1005	-1	-1	73	0	0	4025	1	0	15	100	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	红名清洗卡
1006	8	-1	8	780	0	780	10	0	10	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	【鼠】·剑心通名·Max|【牛】·天仙护体·Max|【虎】·黄帝内经·Max|【兔】·怒剑狂花·Max|【龙】·天外飞仙·Max|【蛇】·太上忘情·Max|【马】·惊尘碧天·Max|【羊】·竹引清风·Max|【猴】·流光掷火·Max|【鸡】·毁天灭地·Max|【猪】·诛神弑仙·Max|【狗】·四海升平·Max|【龙】·雷云风暴
1051	62	-1	58	6974	0	620	12	0	8	100	0	100	-190	-220	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》鐘靈※毓秀ゞ紫電
1052	62	-1	58	6994	0	620	30	0	8	100	0	100	60	0	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》雷鳴※離火ゞ帝炎
1053	62	-1	58	7044	0	620	40	0	8	100	0	100	60	0	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》天星※耀陽ゞ霸絕
1054	62	-1	58	7084	0	620	40	0	8	100	0	100	60	0	0	0	1	-2	1	0	0	0	1	1	0	0	0	0	0	0	《时装》神威※亢天ゞ龍嘯
1055	62	-1	58	7124	0	620	58	0	8	100	0	100	-225	-283	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》魔神※之隕ゞ聖渊
1056	62	-1	58	7182	0	620	15	0	8	100	0	100	-190	-120	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》神雷※天裁ゞ涅槃
1057	62	-1	58	7197	0	620	15	0	8	100	0	100	-180	-120	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》龍血※戰神ゞ天闕
1058	62	-1	58	7212	0	620	15	0	8	100	0	100	-160	-130	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》刀劍※神皇ゞ莫邪
1059	62	-1	58	7227	0	620	15	0	8	100	0	100	-140	-110	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》真靈※九變ゞ奧義
1060	62	-1	58	7242	0	620	15	0	8	100	0	100	-290	-90	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》龍王※無雙ゞ終極
1061	76	-1	58	669	0	620	20	0	8	200	0	100	-300	-150	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》金絲※龍鱗ゞ君王
1062	76	-1	58	549	0	620	24	0	8	200	0	100	-240	-150	0	0	1	-2	0	0	0	0	1	1	0	0	0	0	0	0	《时装》赤心※巡天ゞ逍遥
1063	76	-1	-1	753	0	0	11	0	1	200	0	200	-220	-120	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	《时装》天刀※无疆ゞ昊天
1091	73	-1	-1	3243	0	0	12	0	1	200	0	200	-65	-76	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	逐鹿◆出入江湖剑の神剑
1092	73	-1	-1	3231	0	0	12	0	1	200	0	200	13	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	逐鹿◆出入江湖剑の神甲
1093	62	-1	62	6842	0	6842	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	逐鹿◆出入江湖剑の链
1094	62	-1	62	6830	0	6830	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	逐鹿◆出入江湖剑の盔
1095	62	-1	62	6854	0	6854	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	逐鹿◆出入江湖剑の镯
