1	-1	-1	73	0	0	4100	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【一品】
2	-1	-1	73	0	0	4115	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【二品】
3	-1	-1	73	0	0	4130	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【三品】
4	-1	-1	73	0	0	4145	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【四品】
5	-1	-1	73	0	0	4160	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【五品】
6	-1	-1	73	0	0	4175	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【六品】
7	-1	-1	73	0	0	4190	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【七品】
8	-1	-1	73	0	0	4205	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【八品】
9	-1	-1	73	0	0	4220	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【九品】
10	-1	-1	73	0	0	4235	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	逐鹿★斗笠※【十品】
11	-1	-1	73	0	0	4250	1	0	15	200	0	200	0	0	0	0	3	0	0	0	0	0	1	1	0	「王者·归来」誰與争锋·帝尊
12	60	-1	-1	2630	0	0	10	0	1	150	0	100	120	80	0	0	0	0	0	0	0	0	1	1	0	帝炎★丹心※照汗青
13	60	-1	-1	2640	0	0	10	0	1	150	0	100	120	80	0	0	0	0	0	0	0	0	1	1	0	霸絕★羅網※鎖蒼穹
14	60	-1	-1	2650	0	0	10	0	1	150	0	100	120	80	0	0	0	0	0	0	0	0	1	1	0	龍嘯★龍氣※憾九天
15	60	-1	-1	2660	0	0	10	0	1	150	0	100	120	80	0	0	0	0	0	0	0	0	1	1	0	聖渊★鬼泣※驚天地
16	73	-1	-1	5105	0	0	20	0	1	150	0	100	30	-50	0	0	0	0	0	0	0	0	1	1	0	涅槃★神龍※數撚塵
17	73	-1	-1	5125	0	0	10	0	1	150	0	100	30	-50	0	0	0	0	0	0	0	0	1	1	0	天闕★浪淘※自天涯
18	73	-1	-1	5145	0	0	20	0	1	150	0	100	30	-50	0	0	0	0	0	0	0	0	1	1	0	莫邪★帝矗※戟指天
19	73	-1	-1	5165	0	0	20	0	1	150	0	100	30	-50	0	0	0	0	0	0	0	0	1	1	0	奧義★霸殤※宇等閑
20	73	-1	-1	5185	0	0	20	0	1	150	0	100	30	-50	0	0	0	0	0	0	0	0	1	1	0	終極★金樽※空對月
21	73	-1	73	4355	0	4355	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》龍血★戰神ゞ天闕
22	73	-1	73	4370	0	4370	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》刀劍★神皇ゞ莫邪
23	73	-1	73	4385	0	4385	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》真靈★九變ゞ奧義
24	73	-1	73	4400	0	4400	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》龍王★無雙ゞ終極
25	73	-1	73	4415	0	4415	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》金絲★龍鱗ゞ君王
26	73	-1	73	4430	0	4430	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》赤心★巡天ゞ逍遥
27	73	-1	73	4445	0	4445	15	0	15	200	0	200	3	0	0	0	3	0	0	0	0	0	1	1	0	《铭纹》天刀★无疆ゞ昊天
28	73	-1	73	4790	0	4790	15	0	15	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	《魂石》龍血◆戰神ゞ天闕
29	73	-1	73	4775	0	4775	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》刀劍◆神皇ゞ莫邪
30	73	-1	73	4760	0	4760	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》真靈◆九變ゞ奧義
31	73	-1	73	4745	0	4745	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》龍王◆無雙ゞ終極
32	73	-1	73	4730	0	4730	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》金絲◆龍鱗ゞ君王
33	73	-1	73	4715	0	4715	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》赤心◆巡天ゞ逍遥
34	73	-1	73	4700	0	4700	15	0	15	200	0	200	2	0	0	0	2	0	0	0	0	0	1	1	0	《魂石》天刀◆无疆ゞ昊天
35	73	-1	73	3255	0	3255	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈刀劍◆神皇〉·莫邪ゞ神印
36	73	-1	73	3265	0	3265	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈真靈◆九變〉·奧義ゞ神印
37	73	-1	73	3275	0	3275	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈龍王◆無雙〉·終極ゞ神印
38	73	-1	73	3285	0	3285	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈金絲◆龍鱗〉·君王ゞ神印
39	73	-1	73	3295	0	3295	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈赤心◆巡天〉·逍遥ゞ神印
40	73	-1	73	3395	0	3395	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	〈天刀◆无疆〉·昊天ゞ神印
41	62	-1	58	6974	0	620	12	0	8	100	0	100	-211	-284	0	0	1	-2	0	0	0	0	1	1	0	《时装》鐘靈※毓秀ゞ紫電
42	62	-1	58	6994	0	620	30	0	8	100	0	100	0	0	0	0	1	-2	0	0	0	0	1	1	0	《时装》雷鳴※離火ゞ帝炎
43	62	-1	58	7044	0	620	40	0	8	100	0	100	0	0	0	0	1	-2	0	0	0	0	1	1	0	《时装》天星※耀陽ゞ霸絕
44	62	-1	58	7084	0	620	40	0	8	100	0	100	0	0	0	0	1	-2	1	0	0	0	1	1	0	《时装》神威※亢天ゞ龍嘯
45	62	-1	58	7124	0	620	58	0	8	100	0	100	-285	-383	0	0	1	-2	0	0	0	0	1	1	0	《时装》魔神※之隕ゞ聖渊
46	62	-1	58	7182	0	620	15	0	8	100	0	100	-260	-240	0	0	1	-2	0	0	0	0	1	1	0	《时装》神雷※天裁ゞ涅槃
47	62	-1	58	7197	0	620	15	0	8	100	0	100	-260	-240	0	0	1	-2	0	0	0	0	1	1	0	《时装》龍血※戰神ゞ天闕
48	62	-1	58	7212	0	620	15	0	8	100	0	100	-220	-230	0	0	1	-2	0	0	0	0	1	1	0	《时装》刀劍※神皇ゞ莫邪
49	62	-1	58	7227	0	620	15	0	8	100	0	100	-220	-230	0	0	1	-2	0	0	0	0	1	1	0	《时装》真靈※九變ゞ奧義
50	62	-1	58	7242	0	620	15	0	8	100	0	100	-360	-200	0	0	1	-2	0	0	0	0	1	1	0	《时装》龍王※無雙ゞ終極
51	62	-1	58	7257	0	620	15	0	8	200	0	100	-360	-200	0	0	1	-2	0	0	0	0	1	1	0	《时装》金絲※龍鱗ゞ君王
52	62	-1	58	7272	0	620	15	0	8	200	0	100	-360	-200	0	0	1	-2	0	0	0	0	1	1	0	《时装》赤心※巡天ゞ逍遥
53	73	-1	-1	3243	0	0	12	0	1	200	0	200	-65	-76	0	0	0	0	0	0	0	0	1	0	0	我命由我不由天メ神剑
54	73	-1	-1	3231	0	0	12	0	1	200	0	200	13	10	0	0	0	0	0	0	0	0	1	0	0	我命由我不由天メ神甲
55	62	-1	62	6830	0	6830	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ盔
56	62	-1	62	6842	0	6842	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ链
57	62	-1	62	6854	0	6854	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ镯
58	62	-1	62	6866	0	6866	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ戒
59	62	-1	62	6878	0	6878	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ带
60	62	-1	62	6890	0	6890	12	0	12	200	0	200	0	0	0	0	0	0	0	0	0	0	1	1	0	我命由我不由天メ靴
61	71	-1	-1	3164	0	0	12	0	1	200	0	200	-150	-185	0	0	0	0	0	0	0	0	1	0	0	流※雲メ神剑
62	71	-1	-1	3152	0	0	12	0	1	200	0	200	-100	-160	0	0	0	0	0	0	0	0	1	0	0	流※雲メ神甲
